Agent_ID,Product_Category,Commission_Percentage
Agent_464422,Electronics,1.84
Agent_1617663,Auto & Accessories,85.90
Agent_665476,Home & Furniture,1.60
Agent_1152546,Home & Furniture,26.81
Agent_1096196,Fashion,97.50
Agent_568168,Auto & Accessories,57.90
Agent_1235983,Auto & Accessories,32.85
Agent_1080531,Home & Furniture,42.86
Agent_399052,Home & Furniture,22.30
Agent_1915295,Auto & Accessories,23.68
Agent_698785,Home & Furniture,35.66
Agent_836578,Fashion,62.98
Agent_319722,Home & Furniture,39.41
Agent_700909,Fashion,19.79
Agent_2182524,Home & Furniture,2.33
Agent_396202,Home & Furniture,74.41
Agent_636626,Electronics,66.05
Agent_2244166,Home & Furniture,56.53
Agent_379451,Fashion,51.66
Agent_507866,Auto & Accessories,36.41
Agent_1748544,Home & Furniture,19.29
Agent_1339807,Auto & Accessories,24.38
Agent_909652,Auto & Accessories,48.25
Agent_1803759,Electronics,22.36
Agent_1496644,Auto & Accessories,96.37
Agent_773673,Home & Furniture,21.56
Agent_1081662,Electronics,71.58
Agent_1191725,Fashion,19.55
Agent_286562,Home & Furniture,42.19
Agent_2398924,Home & Furniture,14.76
Agent_817395,Home & Furniture,8.88
Agent_1282415,Electronics,88.10
Agent_315112,Home & Furniture,24.43
Agent_99646,Auto & Accessories,49.66
Agent_355011,Fashion,56.15
Agent_772681,Auto & Accessories,19.41
Agent_1669973,Home & Furniture,67.79
Agent_632918,Auto & Accessories,24.55
Agent_793158,Auto & Accessories,33.89
Agent_1407064,Fashion,59.45
Agent_2374115,Fashion,96.84
Agent_2085382,Fashion,61.43
Agent_617852,Electronics,45.45
Agent_2364241,Auto & Accessories,39.69
Agent_511540,Electronics,35.87
Agent_1399502,Auto & Accessories,14.22
Agent_383011,Home & Furniture,9.08
Agent_583596,Home & Furniture,32.64
Agent_2072587,Auto & Accessories,3.18
Agent_885524,Electronics,85.93
Agent_345658,Fashion,25.86
Agent_2330285,Electronics,34.44
Agent_1230397,Auto & Accessories,43.89
Agent_1598587,Home & Furniture,87.44
Agent_1999701,Auto & Accessories,74.05
Agent_558577,Auto & Accessories,88.78
Agent_1680020,Electronics,13.07
Agent_490283,Auto & Accessories,13.61
Agent_449047,Home & Furniture,23.41
Agent_2348301,Auto & Accessories,70.46
Agent_519323,Electronics,64.08
Agent_1038585,Auto & Accessories,93.82
Agent_907476,Auto & Accessories,75.62
Agent_1987542,Electronics,14.34
Agent_1909834,Electronics,1.81
Agent_1905386,Electronics,73.17
Agent_602975,Electronics,26.26
Agent_2249865,Fashion,68.40
Agent_842233,Electronics,78.58
Agent_1202132,Fashion,24.38
Agent_1644938,Fashion,97.96
Agent_1225884,Electronics,20.37
Agent_31416,Home & Furniture,32.92
Agent_1220013,Auto & Accessories,48.86
Agent_2346540,Auto & Accessories,37.93
Agent_437286,Electronics,81.63
Agent_1096113,Electronics,58.81
Agent_1305317,Fashion,58.04
Agent_1419865,Electronics,82.26
Agent_1964493,Auto & Accessories,80.99
Agent_433893,Auto & Accessories,66.36
Agent_956290,Electronics,3.18
Agent_723433,Fashion,13.95
Agent_1592519,Fashion,63.10
Agent_1771993,Electronics,84.65
Agent_695935,Auto & Accessories,41.44
Agent_2270450,Electronics,12.67
Agent_1009043,Fashion,31.68
Agent_619949,Home & Furniture,46.00
Agent_1375238,Electronics,60.82
Agent_1048607,Home & Furniture,81.06
Agent_1237885,Fashion,58.48
Agent_196581,Electronics,51.06
Agent_27638,Home & Furniture,32.91
Agent_1060715,Fashion,7.55
Agent_1027810,Home & Furniture,19.42
Agent_76675,Home & Furniture,1.35
Agent_2345408,Home & Furniture,44.25
Agent_1578707,Auto & Accessories,29.06
Agent_2236134,Home & Furniture,46.82
Agent_1781760,Electronics,70.19
Agent_1767571,Fashion,15.23
Agent_2103909,Home & Furniture,64.56
Agent_905924,Auto & Accessories,50.44
Agent_839874,Fashion,94.82
Agent_1212101,Fashion,92.93
Agent_1639200,Home & Furniture,19.52
Agent_802743,Home & Furniture,78.56
Agent_1714506,Auto & Accessories,30.22
Agent_1858196,Fashion,60.76
Agent_367029,Electronics,83.58
Agent_462926,Electronics,78.28
Agent_230956,Auto & Accessories,6.33
Agent_2328028,Fashion,75.79
Agent_1609401,Electronics,49.59
Agent_292807,Auto & Accessories,60.53
Agent_1870011,Home & Furniture,57.02
Agent_94628,Home & Furniture,93.19
Agent_861797,Electronics,58.21
Agent_2071178,Electronics,57.19
Agent_783047,Fashion,15.30
Agent_1113430,Home & Furniture,17.37
Agent_545760,Home & Furniture,30.46
Agent_1093708,Home & Furniture,10.95
Agent_1559259,Fashion,24.65
Agent_49532,Auto & Accessories,49.08
Agent_1171620,Fashion,20.95
Agent_1775247,Auto & Accessories,28.69
Agent_712284,Fashion,80.21
Agent_205987,Auto & Accessories,4.46
Agent_1534208,Electronics,42.86
Agent_1115997,Electronics,15.09
Agent_1122006,Home & Furniture,13.60
Agent_2060539,Auto & Accessories,43.54
Agent_2084120,Fashion,88.72
Agent_1977750,Auto & Accessories,88.56
Agent_587247,Auto & Accessories,14.83
Agent_553394,Auto & Accessories,44.67
Agent_1721057,Auto & Accessories,71.78
Agent_2280913,Electronics,15.83
Agent_1193247,Auto & Accessories,59.51
Agent_78909,Auto & Accessories,47.64
Agent_1856488,Home & Furniture,31.77
Agent_606155,Electronics,85.23
Agent_1292569,Electronics,88.05
Agent_1544721,Electronics,31.39
Agent_2087813,Fashion,58.78
Agent_904284,Electronics,64.29
Agent_1560548,Home & Furniture,1.90
Agent_1833119,Fashion,86.88
Agent_548935,Electronics,87.46
Agent_2105334,Fashion,29.34
Agent_2393523,Auto & Accessories,92.86
Agent_212966,Electronics,37.95
Agent_1301133,Fashion,94.78
Agent_629224,Home & Furniture,45.77
Agent_2201622,Home & Furniture,7.29
Agent_809540,Electronics,96.20
Agent_157629,Fashion,2.87
Agent_661504,Electronics,44.24
Agent_227429,Electronics,41.41
Agent_1735014,Electronics,30.90
Agent_552273,Auto & Accessories,35.70
Agent_1776254,Electronics,56.22
Agent_1012474,Electronics,89.00
Agent_502321,Fashion,33.83
Agent_188161,Electronics,29.20
Agent_1735920,Electronics,18.23
Agent_80538,Auto & Accessories,72.98
Agent_93333,Fashion,58.53
Agent_288488,Fashion,89.10
Agent_925033,Fashion,15.85
Agent_1310709,Fashion,8.60
Agent_1321759,Auto & Accessories,61.17
Agent_1083741,Electronics,93.43
Agent_224932,Electronics,21.17
Agent_1510116,Electronics,49.56
Agent_1899685,Auto & Accessories,23.51
Agent_146611,Auto & Accessories,87.27
Agent_1838137,Auto & Accessories,7.56
Agent_387239,Fashion,7.05
Agent_402417,Auto & Accessories,85.29
Agent_148283,Home & Furniture,87.04
Agent_2330244,Electronics,69.43
Agent_1629233,Fashion,30.27
Agent_938785,Electronics,11.13
Agent_703476,Electronics,38.15
Agent_951244,Fashion,5.98
Agent_1849893,Electronics,94.56
Agent_2286109,Fashion,60.92
Agent_908286,Home & Furniture,81.05
Agent_729175,Auto & Accessories,22.44
Agent_790954,Auto & Accessories,25.84
Agent_1145108,Electronics,51.00
Agent_1675604,Fashion,17.84
Agent_799512,Electronics,92.01
Agent_809954,Auto & Accessories,39.14
Agent_1871214,Fashion,87.82
Agent_1075664,Auto & Accessories,83.80
Agent_2339033,Home & Furniture,81.32
Agent_661779,Home & Furniture,24.00
Agent_1361767,Auto & Accessories,24.07
Agent_207879,Electronics,78.68
Agent_2007288,Home & Furniture,23.83
Agent_1681428,Home & Furniture,65.62
Agent_946512,Electronics,5.27
Agent_67213,Fashion,60.92
Agent_1612012,Fashion,3.30
Agent_2166720,Auto & Accessories,93.85
Agent_2234065,Fashion,34.37
Agent_2026406,Auto & Accessories,41.46
Agent_2019701,Electronics,82.10
Agent_248532,Fashion,71.69
Agent_1753448,Fashion,99.38
Agent_1836930,Fashion,48.57
Agent_2023129,Auto & Accessories,23.78
Agent_1476985,Electronics,31.07
Agent_1995364,Auto & Accessories,71.28
Agent_670773,Home & Furniture,62.98
Agent_181825,Home & Furniture,67.90
Agent_1405303,Auto & Accessories,23.16
Agent_48452,Auto & Accessories,9.30
Agent_2157940,Fashion,54.68
Agent_1031446,Home & Furniture,89.67
Agent_1600998,Auto & Accessories,94.15
Agent_1519991,Electronics,82.42
Agent_1495474,Auto & Accessories,92.44
Agent_520610,Auto & Accessories,71.50
Agent_272561,Home & Furniture,16.02
Agent_110793,Electronics,30.47
Agent_817637,Auto & Accessories,92.59
Agent_58344,Home & Furniture,80.34
Agent_5031,Auto & Accessories,78.79
Agent_737009,Home & Furniture,52.83
Agent_1091976,Home & Furniture,6.47
Agent_1804337,Fashion,13.70
Agent_1010085,Fashion,2.85
Agent_1748361,Auto & Accessories,68.41
Agent_1495508,Home & Furniture,23.25
Agent_2043046,Auto & Accessories,2.79
Agent_1151040,Home & Furniture,78.22
Agent_1554084,Fashion,38.15
Agent_1695254,Auto & Accessories,69.51
Agent_356750,Home & Furniture,38.68
Agent_1438313,Home & Furniture,39.26
Agent_2032742,Auto & Accessories,74.91
Agent_392013,Auto & Accessories,60.23
Agent_1151029,Electronics,20.30
Agent_637306,Electronics,94.92
Agent_2331431,Home & Furniture,36.96
Agent_2226915,Electronics,56.76
Agent_35279,Electronics,35.91
Agent_1194070,Auto & Accessories,65.38
Agent_1907933,Auto & Accessories,97.14
Agent_91228,Electronics,60.53
Agent_2232244,Home & Furniture,89.46
Agent_1892744,Fashion,65.07
Agent_1481363,Electronics,45.65
Agent_919780,Home & Furniture,81.78
Agent_2114500,Fashion,5.99
Agent_789400,Home & Furniture,74.77
Agent_724014,Home & Furniture,24.99
Agent_191306,Auto & Accessories,13.99
Agent_971931,Home & Furniture,59.05
Agent_1538017,Fashion,48.75
Agent_605600,Electronics,85.03
Agent_311359,Home & Furniture,64.58
Agent_2154638,Electronics,77.03
Agent_819182,Fashion,71.86
Agent_973747,Fashion,18.31
Agent_53191,Home & Furniture,50.76
Agent_322538,Auto & Accessories,37.78
Agent_1300749,Home & Furniture,1.38
Agent_2348708,Fashion,80.73
Agent_2210402,Auto & Accessories,70.12
Agent_515307,Auto & Accessories,22.05
Agent_2014511,Home & Furniture,21.42
Agent_587289,Auto & Accessories,20.33
Agent_2304171,Electronics,70.82
Agent_10160,Home & Furniture,95.38
Agent_198435,Auto & Accessories,20.35
Agent_262468,Fashion,38.80
Agent_773637,Auto & Accessories,41.61
Agent_1323103,Fashion,14.98
Agent_512960,Auto & Accessories,22.09
Agent_1791356,Auto & Accessories,1.25
Agent_1304494,Electronics,95.26
Agent_2090557,Electronics,73.86
Agent_883486,Electronics,76.34
Agent_736627,Home & Furniture,99.21
Agent_2321534,Home & Furniture,66.65
Agent_657802,Fashion,35.39
Agent_190163,Fashion,27.94
Agent_2261059,Auto & Accessories,4.92
Agent_2127121,Home & Furniture,28.68
Agent_1993860,Home & Furniture,24.41
Agent_1178914,Electronics,37.76
Agent_637204,Electronics,54.00
Agent_899972,Auto & Accessories,9.33
Agent_1839217,Home & Furniture,20.78
Agent_451070,Electronics,5.31
Agent_1037513,Auto & Accessories,8.30
Agent_2183475,Home & Furniture,18.88
Agent_1444186,Electronics,15.43
Agent_2107854,Auto & Accessories,58.40
Agent_1958610,Home & Furniture,88.99
Agent_1932525,Auto & Accessories,66.05
Agent_1139124,Auto & Accessories,90.76
Agent_724784,Fashion,42.59
Agent_1022274,Home & Furniture,82.74
Agent_1553602,Electronics,86.90
Agent_1381444,Fashion,44.77
Agent_1037839,Electronics,73.94
Agent_1514518,Fashion,17.17
Agent_1083098,Home & Furniture,76.44
Agent_1349168,Electronics,16.47
Agent_2275170,Fashion,1.72
Agent_1367398,Electronics,84.77
Agent_1310712,Home & Furniture,67.78
Agent_947533,Auto & Accessories,67.44
Agent_162697,Fashion,43.41
Agent_755811,Home & Furniture,88.87
Agent_1315876,Auto & Accessories,12.32
Agent_235856,Fashion,64.20
Agent_1985978,Fashion,95.45
Agent_2067704,Electronics,8.18
Agent_1514159,Auto & Accessories,46.18
Agent_714435,Home & Furniture,7.84
Agent_1811010,Auto & Accessories,52.22
Agent_1437262,Auto & Accessories,57.93
Agent_1936064,Home & Furniture,85.37
Agent_962354,Home & Furniture,17.36
Agent_210319,Auto & Accessories,6.86
Agent_215889,Auto & Accessories,1.20
Agent_116047,Home & Furniture,87.52
Agent_455911,Electronics,62.65
Agent_1142414,Auto & Accessories,80.48
Agent_2252263,Electronics,82.80
Agent_2367326,Fashion,27.21
Agent_235209,Electronics,64.74
Agent_440112,Home & Furniture,33.61
Agent_1662234,Home & Furniture,65.85
Agent_1098617,Home & Furniture,75.33
Agent_1531191,Electronics,25.10
Agent_136726,Home & Furniture,20.87
Agent_1444780,Fashion,80.81
Agent_1529859,Fashion,56.57
Agent_1397449,Auto & Accessories,49.86
Agent_1324399,Auto & Accessories,68.15
Agent_1987578,Auto & Accessories,54.64
Agent_1211275,Auto & Accessories,15.22
Agent_1572372,Fashion,49.25
Agent_2039431,Fashion,75.81
Agent_1551686,Electronics,90.59
Agent_1403613,Auto & Accessories,4.82
Agent_2029383,Auto & Accessories,26.19
Agent_1125305,Home & Furniture,70.65
Agent_943123,Fashion,75.09
Agent_351441,Electronics,27.17
Agent_1343969,Electronics,22.22
Agent_344668,Electronics,47.07
Agent_743382,Electronics,25.96
Agent_1109130,Electronics,65.62
Agent_2013298,Home & Furniture,54.13
Agent_370166,Fashion,68.50
Agent_2350770,Auto & Accessories,28.58
Agent_1635897,Home & Furniture,46.51
Agent_1998312,Home & Furniture,77.94
Agent_1112043,Home & Furniture,38.76
Agent_1148146,Electronics,35.90
Agent_2092732,Home & Furniture,64.95
Agent_2251398,Home & Furniture,94.33
Agent_1688656,Fashion,14.07
Agent_1637240,Home & Furniture,25.06
Agent_1919080,Fashion,77.72
Agent_1911108,Fashion,84.98
Agent_878441,Auto & Accessories,29.19
Agent_695123,Home & Furniture,52.04
Agent_1913680,Electronics,13.71
Agent_1129053,Electronics,50.34
Agent_77561,Electronics,65.01
Agent_921886,Home & Furniture,21.55
Agent_892197,Electronics,65.87
Agent_1039502,Fashion,86.73
Agent_2027202,Electronics,94.32
Agent_725274,Auto & Accessories,24.78
Agent_1610354,Fashion,81.82
Agent_330988,Fashion,40.98
Agent_214488,Home & Furniture,93.36
Agent_1040157,Electronics,17.80
Agent_515454,Fashion,24.85
Agent_2125410,Home & Furniture,87.44
Agent_1983067,Auto & Accessories,66.58
Agent_2316976,Auto & Accessories,99.73
Agent_914300,Fashion,72.25
Agent_334773,Electronics,94.86
Agent_1877598,Auto & Accessories,83.94
Agent_1486331,Fashion,44.52
Agent_1524581,Home & Furniture,93.94
Agent_2218112,Home & Furniture,42.01
Agent_875216,Auto & Accessories,85.62
Agent_1221856,Fashion,47.85
Agent_2082061,Fashion,77.86
Agent_522268,Auto & Accessories,71.91
Agent_2133929,Electronics,38.82
Agent_936203,Electronics,36.44
Agent_907054,Electronics,24.16
Agent_1231725,Home & Furniture,95.28
Agent_955619,Auto & Accessories,33.54
Agent_654959,Home & Furniture,96.15
Agent_2237492,Home & Furniture,72.70
Agent_2088538,Fashion,23.49
Agent_1462162,Home & Furniture,56.91
Agent_891565,Home & Furniture,73.73
Agent_572577,Fashion,45.90
Agent_915352,Fashion,82.46
Agent_257105,Auto & Accessories,21.16
Agent_1619109,Home & Furniture,64.57
Agent_484443,Home & Furniture,88.34
Agent_172695,Home & Furniture,52.59
Agent_1579920,Home & Furniture,66.36
Agent_268745,Home & Furniture,56.88
Agent_63287,Electronics,13.19
Agent_614296,Auto & Accessories,20.04
Agent_331009,Auto & Accessories,60.29
Agent_715544,Electronics,81.79
Agent_1294454,Auto & Accessories,46.65
Agent_458819,Fashion,40.98
Agent_1197627,Electronics,24.21
Agent_1754812,Auto & Accessories,42.00
Agent_907283,Home & Furniture,81.84
Agent_1689643,Home & Furniture,61.11
Agent_427884,Home & Furniture,48.67
Agent_2225439,Fashion,13.35
Agent_2107219,Fashion,11.60
Agent_603967,Home & Furniture,86.67
Agent_289959,Fashion,86.41
Agent_825549,Home & Furniture,36.72
Agent_935106,Home & Furniture,9.76
Agent_2091215,Electronics,8.81
Agent_1830242,Fashion,35.29
Agent_383959,Auto & Accessories,97.35
Agent_1763015,Fashion,55.12
Agent_2216731,Fashion,20.70
Agent_1986639,Auto & Accessories,53.07
Agent_624081,Fashion,47.93
Agent_713654,Electronics,31.29
Agent_328157,Fashion,51.34
Agent_149995,Electronics,71.41
Agent_1959991,Auto & Accessories,54.38
Agent_1789554,Fashion,31.02
Agent_356125,Auto & Accessories,61.59
Agent_2313041,Home & Furniture,18.76
Agent_1909482,Auto & Accessories,80.29
Agent_823795,Auto & Accessories,54.68
Agent_454796,Electronics,39.41
Agent_1229303,Fashion,53.41
Agent_1497634,Electronics,87.40
Agent_1128339,Fashion,8.75
Agent_1476647,Fashion,87.86
Agent_875529,Home & Furniture,40.45
Agent_357287,Electronics,54.70
Agent_1561804,Auto & Accessories,59.26
Agent_1932584,Fashion,2.70
Agent_1816623,Auto & Accessories,1.59
Agent_1408178,Electronics,55.20
Agent_972449,Auto & Accessories,81.73
Agent_2021042,Home & Furniture,16.86
Agent_131241,Fashion,9.72
Agent_1094448,Fashion,28.66
Agent_692292,Fashion,80.86
Agent_1081445,Electronics,97.89
Agent_1455835,Home & Furniture,85.82
Agent_2098452,Fashion,76.81
Agent_2266760,Home & Furniture,95.90
Agent_1604921,Auto & Accessories,74.66
Agent_1842512,Auto & Accessories,34.40
Agent_1366778,Electronics,5.98
Agent_1598141,Auto & Accessories,16.79
Agent_2197965,Auto & Accessories,24.42
Agent_1587298,Auto & Accessories,69.95
Agent_1732898,Home & Furniture,49.28
Agent_402810,Home & Furniture,20.77
Agent_907684,Auto & Accessories,25.06
Agent_2399004,Fashion,57.14
Agent_27025,Electronics,84.30
Agent_1781252,Electronics,9.84
Agent_1532473,Home & Furniture,24.74
Agent_117618,Auto & Accessories,53.43
Agent_1576271,Electronics,24.55
Agent_55391,Home & Furniture,19.52
Agent_1151296,Fashion,6.94
Agent_1768854,Home & Furniture,44.42
Agent_1076900,Home & Furniture,7.22
Agent_127618,Auto & Accessories,81.50
Agent_303945,Home & Furniture,84.19
Agent_383611,Home & Furniture,25.29
Agent_1147354,Auto & Accessories,25.10
Agent_1760762,Electronics,52.98
Agent_1569633,Electronics,72.09
Agent_365263,Fashion,58.54
Agent_1286147,Fashion,43.14
Agent_784170,Fashion,97.92
Agent_1366142,Electronics,26.82
Agent_1500116,Electronics,96.41
Agent_1007742,Fashion,49.37
Agent_370114,Auto & Accessories,26.53
Agent_1987397,Home & Furniture,1.53
Agent_382291,Home & Furniture,97.13
Agent_1598757,Fashion,2.53
Agent_2277171,Electronics,95.94
Agent_2106154,Home & Furniture,67.44
Agent_178013,Electronics,89.76
Agent_1973526,Electronics,68.27
Agent_2323325,Fashion,32.12
Agent_1797916,Fashion,79.74
Agent_402787,Auto & Accessories,6.56
Agent_927207,Fashion,53.81
Agent_539487,Home & Furniture,10.79
Agent_931436,Electronics,76.74
Agent_619561,Auto & Accessories,50.01
Agent_853943,Auto & Accessories,85.80
Agent_1413368,Home & Furniture,63.07
Agent_1167276,Fashion,34.79
Agent_290674,Electronics,77.93
Agent_1692395,Auto & Accessories,12.99
Agent_18391,Fashion,49.37
Agent_1285100,Electronics,91.83
Agent_1602705,Auto & Accessories,98.01
Agent_1413869,Electronics,84.59
Agent_562067,Home & Furniture,12.50
Agent_505623,Electronics,2.04
Agent_1680116,Home & Furniture,13.46
Agent_2083276,Auto & Accessories,89.80
Agent_1843445,Fashion,30.45
Agent_188448,Electronics,78.64
Agent_800910,Electronics,21.73
Agent_962809,Auto & Accessories,72.76
Agent_833504,Home & Furniture,16.20
Agent_1582962,Electronics,63.00
Agent_408280,Home & Furniture,85.02
Agent_113737,Fashion,27.83
Agent_2358570,Auto & Accessories,10.10
Agent_2319237,Fashion,10.93
Agent_1868237,Home & Furniture,99.40
Agent_1074879,Electronics,81.46
Agent_173501,Fashion,30.91
Agent_2211346,Auto & Accessories,86.68
Agent_522893,Electronics,35.87
Agent_1905684,Home & Furniture,93.06
Agent_1910715,Fashion,48.75
Agent_1641697,Electronics,66.60
Agent_2318447,Home & Furniture,12.97
Agent_1493737,Home & Furniture,70.88
Agent_2284682,Auto & Accessories,16.64
Agent_612220,Electronics,89.49
Agent_1507830,Auto & Accessories,91.91
Agent_1070540,Fashion,59.78
Agent_527160,Auto & Accessories,69.75
Agent_1024301,Auto & Accessories,21.62
Agent_1871963,Electronics,18.09
Agent_437990,Home & Furniture,81.70
Agent_1652850,Fashion,38.40
Agent_1261660,Fashion,70.68
Agent_152630,Electronics,28.05
Agent_1079230,Electronics,45.30
Agent_2160098,Home & Furniture,17.59
Agent_1236001,Fashion,48.34
Agent_301965,Fashion,78.03
Agent_1150565,Home & Furniture,6.68
Agent_423284,Home & Furniture,82.51
Agent_2042259,Auto & Accessories,19.36
Agent_135389,Auto & Accessories,71.90
Agent_8885,Electronics,2.32
Agent_537709,Auto & Accessories,84.24
Agent_2070911,Fashion,89.20
Agent_299454,Home & Furniture,25.95
Agent_2033956,Auto & Accessories,82.44
Agent_962316,Home & Furniture,28.56
Agent_1127021,Fashion,61.42
Agent_665605,Auto & Accessories,14.52
Agent_586871,Home & Furniture,11.79
Agent_960901,Fashion,13.71
Agent_1621852,Fashion,89.15
